name,team,league,apps,minutes,player_id,fotmob_rating,fotmob_mins_played,fotmob_accurate_passes,fotmob_key_passes,fotmob_xa,fotmob_xa_p90,fotmob_xg_xa_p90,fotmob_dribbles_won,defensive_contributions,fotmob_tackles,fotmob_clearances,ball_recovery,fotmob_penalties_conceded,fotmob_clean_sheets,fotmob_save_pct,fotmob_saves,fotmob_goals_prevented,fotmob_goals_conceded,fotmob_fouls,fotmob_yellow_cards,fotmob_interceptions,fotmob_big_chances_created,fotmob_goals,fotmob_goals_assists,fotmob_goals_p90,fotmob_xg,fotmob_xg_p90,fotmob_xgot,fotmob_shots_on_target,fotmob_shots,fotmob_accurate_long_balls,fotmob_big_chances_missed,fotmob_blocks,fotmob_poss_won_att_3rd,fotmob_assists,fotmob_penalties_won,fotmob_red_cards,fotmob_phys_top_speed,fotmob_phys_distance,fotmob_phys_sprints,fotmob_phys_distance_p90,fotmob_phys_sprints_p90,season,row_id,norm_name,source
Jaidon Anthony,8191,Premier League,,,1171140,6.86,2735.0,23.6,37.0,2.9,0.09,0.26,1.2,7.6,1.4,0.9,4.6,1.0,,,,,,0.9,4.0,0.5,6.0,8.0,10.0,0.26,5.1,0.17,8.2,0.8,1.8,1.0,3.0,0.2,0.8,2.0,1.0,,,,,,,2025/2026,23523,,
Dominic Calvert-Lewin,8463,Premier League,,,612150,6.85,2726.0,8.9,20.0,1.1,0.04,0.56,0.3,3.5,0.3,1.2,1.5,,,,,,,1.5,3.0,0.1,2.0,14.0,15.0,0.46,15.8,0.52,15.4,1.1,2.4,0.2,20.0,0.3,0.6,1.0,2.0,,,,,,,2025/2026,23524,,
Malick Diouf,8654,Premier League,,,1451265,6.91,2711.0,25.6,29.0,2.5,0.08,0.1,0.8,6.8,1.5,3.9,4.2,2.0,,,,,,0.9,6.0,1.1,5.0,,5.0,,0.6,0.02,0.1,0.1,0.6,1.9,,0.4,0.1,5.0,,,,,,,,2025/2026,23525,,
Marc Cucurella,8455,Premier League,,,873289,6.97,2710.0,42.1,39.0,3.2,0.11,0.18,0.0,6.0,1.8,2.9,3.8,,,,,,,1.5,8.0,1.1,6.0,1.0,5.0,0.03,2.3,0.08,1.8,0.2,0.7,1.4,1.0,0.3,0.2,4.0,,1.0,,,,,,2025/2026,23526,,
Harry Wilson,9879,Premier League,,,494417,7.13,2691.0,21.1,39.0,4.8,0.16,0.35,0.6,5.9,1.0,1.6,2.7,,,,,,,0.4,7.0,0.5,8.0,10.0,17.0,0.33,5.8,0.19,8.9,0.8,2.6,1.2,1.0,0.1,0.3,7.0,,,,,,,,2025/2026,23527,,
Jo\u00e3o Pedro,8455,Premier League,,,1021382,7.18,2674.0,17.6,29.0,2.0,0.07,0.57,1.3,4.6,0.9,0.9,2.4,,,,,,,1.3,5.0,0.2,6.0,15.0,20.0,0.5,15.0,0.5,15.2,0.9,2.5,0.4,12.0,0.2,0.5,5.0,3.0,,,,,,,2025/2026,23528,,
Matz Sels,10203,Premier League,,,181069,6.93,2667.0,15.1,1.0,0.1,0.0,0.0,,0.9,0.0,0.9,6.7,,7.0,70.9,3.2,0.0,1.3,,2.0,,,,,,,,,,,,,,,,,,,,,,,2025/2026,23529,,
Yehor Yarmoliuk,9937,Premier League,,,1157236,6.78,2665.0,38.4,14.0,1.4,0.05,0.09,0.5,11.5,2.4,1.4,6.3,,,,,,,1.2,7.0,0.9,1.0,1.0,3.0,0.03,1.2,0.04,0.8,0.1,0.5,2.3,,0.5,0.5,2.0,,,,,,,,2025/2026,23530,,
Alexis Mac Allister,8650,Premier League,,,831489,6.89,2662.0,42.1,35.0,1.7,0.06,0.19,0.4,7.8,1.8,1.2,3.8,,,,,,,1.2,7.0,0.7,4.0,2.0,6.0,0.07,3.9,0.13,2.7,0.4,1.8,1.6,2.0,0.3,0.4,4.0,,,,,,,,2025/2026,23531,,
Nico O'Reilly,8456,Premier League,,,1300526,7.17,2648.0,39.7,23.0,2.7,0.09,0.3,0.8,5.8,2.3,2.4,3.7,,,,,,,1.5,5.0,0.7,6.0,5.0,8.0,0.17,6.0,0.2,6.2,0.5,1.4,0.6,7.0,0.4,0.4,3.0,,,,,,,,2025/2026,23532,,
Pedro Neto,8455,Premier League,,,843040,7.04,2643.0,27.7,53.0,6.8,0.23,0.39,1.6,4.2,0.6,0.4,2.9,,,,,,,0.5,2.0,0.2,12.0,5.0,11.0,0.17,4.6,0.16,3.8,0.4,1.6,1.0,3.0,,0.4,6.0,,1.0,,,,,,2025/2026,23533,,
Gabriel Gudmundsson,8463,Premier League,,,744494,6.78,2637.0,24.9,21.0,2.7,0.09,0.13,1.3,6.2,2.2,2.8,3.8,,,,,,,1.1,4.0,0.9,4.0,,,,1.1,0.04,0.1,0.1,0.6,1.0,,0.2,0.3,,,1.0,,,,,,2025/2026,23534,,
Kiernan Dewsbury-Hall,8668,Premier League,,,886016,7.17,2635.0,28.9,37.0,5.4,0.18,0.33,0.9,7.9,1.8,1.0,4.6,1.0,,,,,,1.1,6.0,0.4,10.0,8.0,12.0,0.27,4.3,0.15,4.8,0.5,1.3,0.8,3.0,0.1,0.7,4.0,,,,,,,,2025/2026,23535,,
Bryan Mbeumo,10260,Premier League,,,923312,7.19,2621.0,21.6,47.0,5.0,0.17,0.59,0.6,4.8,0.9,0.5,3.1,,,,,,,0.8,4.0,0.3,6.0,11.0,14.0,0.38,12.2,0.42,9.9,1.1,2.5,0.5,13.0,0.0,0.7,3.0,1.0,,,,,,,2025/2026,23536,,
Ashley Barnes,8191,Premier League,,,107280,,40.0,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,0.2,,0.4,,,,1.0,,,,,,,,,,,2025/2026,23930,,
Diogo Dalot,10260,Premier League,,,751550,7.13,2616.0,33.1,29.0,2.6,0.09,0.16,0.6,6.2,1.8,3.2,4.6,,,,,,,0.9,5.0,0.9,5.0,1.0,4.0,0.03,2.0,0.07,0.8,0.2,0.8,1.4,4.0,0.3,0.3,3.0,,,,,,,,2025/2026,23537,,
William Saliba,9825,Premier League,,,955406,7.16,2615.0,67.3,10.0,1.4,0.05,0.08,0.2,6.6,1.2,4.6,3.9,,,,,,,0.8,2.0,0.6,1.0,1.0,1.0,0.03,0.9,0.03,0.9,0.0,0.2,2.0,2.0,0.2,0.1,,,,,,,,,2025/2026,23538,,
Michael Keane,8668,Premier League,,,290410,6.98,2590.0,32.7,2.0,0.5,0.02,0.1,0.2,10.5,1.3,7.1,3.1,,,,,,,0.6,1.0,1.3,,3.0,4.0,0.1,2.3,0.08,2.2,0.2,0.9,2.1,3.0,0.9,0.0,1.0,,1.0,,,,,,2025/2026,23539,,
Casemiro,10260,Premier League,,,208494,7.32,2588.0,45.2,36.0,3.1,0.11,0.3,0.2,12.5,3.1,2.5,4.8,,,,,,,1.6,9.0,1.1,4.0,9.0,11.0,0.31,5.5,0.19,5.8,0.6,1.8,3.0,6.0,0.9,0.3,2.0,,1.0,,,,,,2025/2026,23540,,
Adam Wharton,9826,Premier League,,,1296650,7.01,2562.0,34.3,44.0,7.4,0.26,0.31,0.5,10.8,2.5,1.5,5.8,1.0,,,,,,1.2,4.0,0.9,14.0,1.0,6.0,0.04,1.5,0.05,0.4,0.2,1.1,2.4,,0.1,0.6,5.0,,1.0,,,,,,2025/2026,23541,,
Santiago Bueno,8602,Premier League,,,848034,6.63,2553.0,33.1,10.0,1.5,0.05,0.13,,7.5,1.8,4.1,2.4,,,,,,,1.1,4.0,1.0,1.0,3.0,4.0,0.11,2.3,0.08,3.1,0.2,0.4,2.0,1.0,0.7,,1.0,1.0,,,,,,,2025/2026,23542,,
Sandro Tonali,10261,Premier League,,,867414,7.04,2543.0,46.7,32.0,2.9,0.1,0.16,0.7,9.1,1.2,1.3,5.2,,,,,,,0.8,4.0,1.1,6.0,,2.0,,1.7,0.06,1.6,0.3,1.3,2.5,1.0,0.2,0.5,2.0,,,,,,,,2025/2026,23543,,
Calvin Bassey,9879,Premier League,,,877401,6.81,2532.0,53.2,10.0,0.4,0.01,0.07,0.4,7.3,2.2,3.5,4.2,1.0,,,,,,1.0,5.0,0.8,,1.0,1.0,0.04,1.7,0.06,1.3,0.1,0.5,2.0,,0.7,0.1,,1.0,,,,,,,2025/2026,23544,,
Konstantinos Mavropanos,8654,Premier League,,,719219,6.92,2528.0,34.3,4.0,0.7,0.03,0.12,0.1,11.1,1.4,6.9,3.7,,,,,,,0.6,2.0,1.7,,3.0,3.0,0.11,2.6,0.09,4.3,0.3,0.8,3.2,3.0,1.1,0.1,,,,,,,,,2025/2026,23545,,
Matheus Cunha,10260,Premier League,,,863098,7.29,2503.0,25.5,34.0,3.3,0.12,0.37,1.6,7.6,1.4,0.8,4.6,,,,,,,1.0,4.0,0.8,4.0,10.0,12.0,0.36,7.1,0.25,7.2,1.3,3.2,0.8,4.0,0.1,0.7,2.0,2.0,,,,,,,2025/2026,23546,,
Crysencio Summerville,8654,Premier League,,,941213,7.04,2480.0,19.2,28.0,3.4,0.12,0.31,1.9,7.8,1.6,1.1,4.4,,,,,,,1.8,6.0,0.6,4.0,5.0,7.0,0.18,5.2,0.19,4.5,0.5,2.0,0.3,7.0,0.1,0.5,2.0,1.0,,,,,,,2025/2026,23547,,
Brenden Aaronson,8463,Premier League,,,952322,6.69,2465.0,19.8,34.0,3.6,0.13,0.3,1.1,7.9,1.8,0.6,4.7,1.0,,,,,,0.7,3.0,0.5,9.0,4.0,9.0,0.15,4.6,0.17,4.5,0.6,1.7,0.3,4.0,0.1,0.6,5.0,,,,,,,,2025/2026,23548,,
Jurri\u00ebn Timber,9825,Premier League,,,942381,7.26,2457.0,33.9,27.0,1.6,0.06,0.23,0.5,5.5,2.4,1.9,3.6,,,,,,,1.4,5.0,0.9,4.0,3.0,8.0,0.11,4.8,0.17,4.2,0.3,0.9,0.7,7.0,0.2,0.3,5.0,1.0,,,,,,,2025/2026,23549,,
Bruno Guimar\u00e3es,10261,Premier League,,,850354,7.52,2455.0,45.8,45.0,5.0,0.18,0.39,0.7,9.2,2.3,1.3,4.9,,,,,,,1.6,6.0,0.5,7.0,9.0,14.0,0.33,5.6,0.21,8.6,0.8,1.5,3.0,4.0,0.1,0.7,5.0,2.0,,,,,,,2025/2026,23550,,
Alex Iwobi,9879,Premier League,,,604785,7.02,2434.0,45.1,44.0,4.7,0.17,0.24,0.7,7.0,1.0,0.7,4.7,,,,,,,0.3,3.0,0.5,4.0,4.0,7.0,0.15,1.9,0.07,2.4,0.6,1.4,2.7,,0.1,0.4,3.0,,,,,,,,2025/2026,23551,,
Nick Pope,10261,Premier League,,,280484,6.92,2417.0,13.7,,0.0,0.0,0.01,,1.3,0.0,1.3,9.5,,7.0,70.1,3.3,-3.5,1.4,0.0,2.0,,,,,,0.2,0.01,0.3,0.0,0.0,,,,,,,,,,,,,2025/2026,23552,,
Daniel Mu\u00f1oz,9826,Premier League,,,859282,7.15,2403.0,24.5,27.0,4.0,0.15,0.24,0.1,7.4,2.8,3.6,3.6,,,,,,,1.3,7.0,1.0,8.0,4.0,7.0,0.15,2.4,0.09,3.7,0.5,1.0,1.0,1.0,0.0,0.2,3.0,,,,,,,,2025/2026,23553,,
Yankuba Minteh,10204,Premier League,,,1400227,7.07,2398.0,16.1,44.0,5.1,0.19,0.33,2.4,6.9,2.1,0.6,3.6,,,,,,,1.2,3.0,0.6,11.0,3.0,7.0,0.11,3.8,0.14,3.0,0.4,1.5,0.6,4.0,,0.7,4.0,1.0,,,,,,,2025/2026,23554,,
Florian Wirtz,8650,Premier League,,,1152455,7.16,2388.0,45.3,60.0,5.2,0.19,0.46,1.5,6.6,1.3,0.5,4.3,,,,,,,0.8,1.0,0.4,5.0,5.0,8.0,0.19,7.0,0.26,6.5,0.7,1.9,1.5,8.0,0.1,0.8,3.0,,,,,,,,2025/2026,23555,,
Anton Stach,8463,Premier League,,,881735,7.31,2378.0,27.5,63.0,4.5,0.17,0.28,0.8,10.0,2.5,2.0,4.5,1.0,,,,,,1.4,3.0,0.8,9.0,5.0,8.0,0.19,2.9,0.11,2.9,0.5,2.1,1.6,1.0,0.3,0.9,3.0,,,,,,,,2025/2026,23556,,
Hugo Bueno,8602,Premier League,,,1116391,6.8,2364.0,26.0,38.0,3.5,0.13,0.17,1.2,6.7,2.6,2.6,4.4,1.0,,,,,,0.7,3.0,1.4,6.0,1.0,3.0,0.04,0.9,0.03,1.2,0.2,0.6,1.0,,0.2,0.2,2.0,,,,,,,,2025/2026,23557,,
Ladislav Krejc\u00ed,8602,Premier League,,,798029,6.56,2361.0,41.4,9.0,1.5,0.06,0.14,0.1,7.5,1.2,4.5,3.0,,,,,,,1.3,3.0,1.2,2.0,2.0,3.0,0.08,2.2,0.08,2.8,0.4,0.8,3.4,3.0,0.6,0.0,1.0,,1.0,,,,,,2025/2026,23558,,
Lesley Ugochukwu,8191,Premier League,,,1200631,6.51,2350.0,25.2,10.0,0.4,0.02,0.11,0.6,8.2,2.0,0.9,3.8,1.0,,,,,,1.1,1.0,0.7,,3.0,4.0,0.11,2.5,0.1,2.5,0.3,0.9,1.0,1.0,0.8,0.3,1.0,,1.0,,,,,,2025/2026,23559,,
Amad Diallo,10260,Premier League,,,1070052,7.19,2344.0,30.5,41.0,4.8,0.18,0.4,1.5,7.7,1.5,1.1,4.3,,,,,,,0.9,2.0,0.7,7.0,2.0,5.0,0.08,5.6,0.21,4.2,0.9,2.0,0.9,6.0,0.1,0.4,3.0,1.0,,,,,,,2025/2026,23560,,
Alisson Becker,8650,Premier League,,,319784,6.82,2340.0,24.8,,0.0,0.0,0.0,,1.4,,1.4,8.8,1.0,8.0,64.8,2.2,-2.7,1.2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2025/2026,23561,,
\u00c1lex Jim\u00e9nez,8678,Premier League,,,1526689,6.99,2323.0,27.0,14.0,1.6,0.06,0.11,1.5,5.7,2.7,1.6,5.2,1.0,,,,,,1.4,10.0,1.0,2.0,1.0,1.0,0.04,1.1,0.04,1.1,0.2,0.8,1.6,,0.4,0.4,,,,,,,,,2025/2026,23562,,
J\u00f8rgen Strand Larsen,9826,Premier League,,,821100,6.23,2316.0,12.4,10.0,1.1,0.04,0.25,0.4,3.7,0.3,1.5,1.4,,,,,,,2.0,4.0,0.2,1.0,4.0,5.0,0.16,5.3,0.21,4.0,0.5,1.7,0.3,5.0,0.3,0.3,1.0,,,,,,,,2025/2026,23563,,
Igor Jesus,10203,Premier League,,,1082102,6.53,2314.0,13.0,15.0,1.3,0.05,0.31,0.4,4.8,0.9,1.2,2.4,,,,,,,1.6,2.0,0.1,5.0,6.0,10.0,0.23,6.6,0.26,5.0,0.8,2.7,0.5,3.0,0.2,0.7,4.0,,,,,,,,2025/2026,23564,,
Dango Ouattara,9937,Premier League,,,1250253,6.97,2279.0,12.1,27.0,4.2,0.16,0.47,0.9,7.3,0.9,2.1,3.4,,,,,,,1.1,5.0,0.9,12.0,7.0,10.0,0.28,7.7,0.3,6.8,0.8,2.2,0.7,13.0,,0.4,3.0,5.0,,,,,,,2025/2026,23565,,
Malo Gusto,8455,Premier League,,,1197250,6.84,2267.0,43.6,27.0,3.0,0.12,0.18,0.5,5.1,2.1,1.5,4.8,1.0,,,,,,0.8,3.0,1.2,4.0,2.0,5.0,0.08,1.6,0.06,1.5,0.2,0.5,1.6,1.0,0.2,0.4,3.0,,1.0,,,,,,2025/2026,23566,,
Danny Welbeck,10204,Premier League,,,113836,6.79,2263.0,15.4,20.0,1.4,0.06,0.55,0.4,4.5,1.0,1.2,2.0,,,,,,,1.2,5.0,0.4,4.0,13.0,14.0,0.52,12.4,0.49,11.9,1.1,2.2,0.2,11.0,,0.6,1.0,,,,,,,,2025/2026,23567,,
Milos Kerkez,8650,Premier League,,,1195281,6.89,2260.0,36.4,26.0,0.7,0.03,0.09,0.5,5.3,1.6,2.8,3.5,,,,,,,0.9,4.0,0.6,3.0,2.0,3.0,0.08,1.6,0.06,1.1,0.1,0.4,1.1,,0.3,0.1,1.0,,,,,,,,2025/2026,23568,,
Mathias Jensen,9937,Premier League,,,650616,6.78,2252.0,36.2,33.0,6.0,0.24,0.33,0.8,8.8,1.6,1.5,4.7,,,,,,,0.8,3.0,0.8,11.0,3.0,4.0,0.12,2.3,0.09,1.9,0.3,1.2,3.9,2.0,0.2,0.4,1.0,,,,,,,,2025/2026,23569,,
Viktor Gy\u00f6keres,9825,Premier League,,,664500,6.82,2230.0,8.0,20.0,1.9,0.08,0.58,0.3,3.4,0.3,0.8,2.2,,,,,,,1.4,5.0,0.0,4.0,14.0,15.0,0.57,12.4,0.5,9.4,0.9,2.2,0.0,13.0,0.1,0.8,1.0,,,,,,,,2025/2026,23570,,
Bukayo Saka,9825,Premier League,,,961995,7.52,2225.0,24.0,61.0,7.2,0.29,0.6,2.0,7.5,1.7,0.4,4.7,,,,,,,1.3,2.0,0.6,12.0,7.0,12.0,0.28,7.6,0.31,6.1,1.1,2.9,0.6,8.0,0.0,1.1,5.0,,,,,,,,2025/2026,23571,,
Jean-Philippe Mateta,9826,Premier League,,,706297,6.68,2222.0,7.9,9.0,1.3,0.05,0.64,0.6,5.1,0.4,1.9,2.3,,,,,,,0.9,2.0,0.2,2.0,12.0,12.0,0.49,14.5,0.59,13.2,1.3,2.6,0.4,20.0,0.2,0.5,,1.0,,,,,,,2025/2026,23572,,
Raul Jim\u00e9nez,9879,Premier League,,,292313,6.74,2199.0,13.5,25.0,0.9,0.04,0.51,0.4,5.4,1.4,1.2,2.3,,,,,,,1.9,5.0,0.3,2.0,9.0,12.0,0.37,11.5,0.47,10.6,0.8,3.0,0.7,9.0,0.1,0.4,3.0,2.0,,,,,,,2025/2026,23573,,
Daniel Burn,10261,Premier League,,,188058,6.71,2199.0,34.2,7.0,0.4,0.02,0.06,0.1,9.2,1.6,6.2,3.1,1.0,,,,,,1.5,9.0,0.9,,1.0,3.0,0.04,1.1,0.04,1.1,0.1,0.4,1.2,1.0,0.5,0.1,2.0,1.0,1.0,,,,,,2025/2026,23574,,
Tom\u00e1s Soucek,8654,Premier League,,,524437,6.88,2198.0,28.6,11.0,0.5,0.02,0.25,0.2,9.1,1.8,3.4,2.7,,,,,,,1.5,3.0,0.7,1.0,5.0,5.0,0.2,5.7,0.23,7.0,0.6,1.1,1.4,4.0,0.6,0.1,,,1.0,,,,,,2025/2026,23575,,
Jo\u00e3o Palhinha,8586,Premier League,,,524434,6.95,2197.0,35.1,8.0,0.7,0.03,0.14,0.4,12.4,4.5,2.4,3.8,,,,,,,1.1,8.0,1.2,1.0,5.0,7.0,0.2,2.7,0.11,5.0,0.4,1.4,1.7,1.0,0.5,0.2,2.0,,,,,,,,2025/2026,23576,,
Lewis Hall,10261,Premier League,,,1197655,6.99,2179.0,44.4,25.0,2.8,0.11,0.16,1.5,7.1,2.2,3.2,5.5,,,,,,,0.7,4.0,1.2,5.0,1.0,2.0,0.04,1.0,0.04,0.9,0.2,1.0,1.9,1.0,0.6,0.5,1.0,,,,,,,,2025/2026,23577,,
Isma\u00efla Sarr,9826,Premier League,,,771294,6.91,2176.0,14.0,19.0,1.1,0.05,0.5,0.5,5.7,0.7,1.2,3.3,,,,,,,0.5,2.0,0.3,3.0,9.0,10.0,0.37,10.9,0.45,9.6,0.9,2.0,0.3,11.0,0.2,0.4,1.0,2.0,,,,,,,2025/2026,23578,,
John McGinn,10252,Premier League,,,356406,7.0,2157.0,25.9,41.0,4.0,0.17,0.29,0.8,6.3,1.2,0.6,3.7,,,,,,,1.3,5.0,0.5,7.0,5.0,9.0,0.21,3.0,0.12,3.9,0.5,1.2,1.8,4.0,0.2,0.9,4.0,,,,,,,,2025/2026,23579,,
Daniel Ballard,8472,Premier League,,,974268,6.85,2148.0,38.0,15.0,0.7,0.03,0.13,0.1,11.0,1.4,7.8,2.9,,,,,,,1.2,4.0,0.8,3.0,2.0,2.0,0.08,2.5,0.1,2.3,0.4,1.1,2.4,7.0,1.0,0.0,,1.0,1.0,,,,,,2025/2026,23580,,
Mohamed Salah,8650,Premier League,,,292462,7.07,2148.0,25.6,49.0,5.3,0.22,0.56,0.8,4.6,0.7,0.3,3.4,,,,,,,0.4,1.0,0.2,11.0,7.0,14.0,0.29,8.2,0.34,7.2,0.8,2.8,0.8,11.0,0.0,0.9,7.0,,,,,,,,2025/2026,23581,,
Yerson Mosquera,8602,Premier League,,,1200657,6.77,2142.0,26.9,11.0,0.7,0.03,0.13,0.4,9.4,2.6,4.8,3.9,2.0,,,,,,1.4,11.0,1.3,1.0,,,,2.5,0.11,0.6,0.3,1.3,0.9,4.0,0.7,,,,,,,,,,2025/2026,23582,,
R\u00faben Dias,8456,Premier League,,,614006,7.18,2140.0,68.5,7.0,0.6,0.03,0.05,0.1,7.1,0.5,4.9,3.1,,,,,,,0.6,3.0,1.0,,2.0,2.0,0.08,0.6,0.02,0.9,0.2,0.4,2.2,1.0,0.7,0.1,,,,,,,,,2025/2026,23583,,
Diego G\u00f3mez,10204,Premier League,,,1354561,6.91,2136.0,24.7,21.0,1.7,0.07,0.34,0.8,10.1,3.3,1.2,4.7,1.0,,,,,,2.0,9.0,0.8,4.0,5.0,6.0,0.21,6.3,0.27,4.3,0.6,1.8,0.7,7.0,0.1,0.8,1.0,,,,,,,,2025/2026,23584,,
Murillo,10203,Premier League,,,1458711,6.94,2133.0,39.9,8.0,0.5,0.02,0.05,0.4,9.4,1.5,5.5,4.3,,,,,,,1.0,5.0,1.4,1.0,1.0,1.0,0.04,0.7,0.03,1.3,0.2,0.5,3.5,,1.0,0.1,,,,,,,,,2025/2026,23585,,
Florentino,8191,Premier League,,,793255,6.71,2112.0,38.0,13.0,0.6,0.02,0.05,0.3,13.4,3.8,2.4,4.8,2.0,,,,,,1.7,6.0,1.7,,,2.0,,0.7,0.03,0.1,0.1,0.6,2.0,2.0,0.6,0.2,2.0,,,,,,,,2025/2026,23586,,
James Hill,8678,Premier League,,,959407,7.18,2104.0,34.5,13.0,1.2,0.05,0.09,0.1,11.2,1.7,7.2,3.2,,,,,,,0.7,5.0,1.7,2.0,,3.0,,0.9,0.04,0.3,0.1,0.5,2.3,1.0,0.6,0.0,3.0,,,,,,,,2025/2026,23587,,
Idrissa Gana Gueye,8668,Premier League,,,179410,7.03,2101.0,39.8,13.0,1.8,0.08,0.16,0.3,9.3,1.8,1.0,4.9,,,,,,,0.9,1.0,1.2,2.0,2.0,5.0,0.09,2.0,0.09,1.4,0.3,1.2,0.9,,0.3,0.2,3.0,,1.0,,,,,,2025/2026,23588,,
Y\u00e9remi Pino,9826,Premier League,,,1047676,6.71,2091.0,26.7,48.0,6.1,0.26,0.46,0.8,7.2,1.5,0.9,4.3,,,,,,,1.3,4.0,0.4,15.0,2.0,4.0,0.09,4.5,0.19,4.2,0.5,1.9,1.6,5.0,0.0,0.8,2.0,,,,,,,,2025/2026,23589,,
Phil Foden,8456,Premier League,,,815006,7.32,2084.0,46.1,54.0,4.8,0.21,0.48,1.1,6.9,1.5,0.5,4.4,,,,,,,0.8,4.0,0.4,11.0,7.0,12.0,0.3,6.4,0.28,5.8,0.8,2.4,2.2,6.0,0.1,0.4,5.0,,,,,,,,2025/2026,23590,,
Aaron Wan-Bissaka,8654,Premier League,,,760320,6.8,2084.0,24.4,18.0,1.0,0.04,0.04,0.7,7.5,1.4,4.1,3.2,,,,,,,1.0,4.0,1.7,2.0,,2.0,,,,,,,1.0,,0.3,0.1,2.0,,,,,,,,2025/2026,23591,,
Ibrahim Sangar\u00e9,10203,Premier League,,,795371,6.94,2080.0,35.9,12.0,1.8,0.08,0.13,0.5,11.6,2.6,2.2,4.9,2.0,,,,,,1.8,5.0,1.1,2.0,2.0,4.0,0.09,1.1,0.05,2.0,0.2,0.7,1.6,1.0,0.8,0.3,2.0,,,,,,,,2025/2026,23592,,
Jos\u00e9 S\u00e1,8602,Premier League,,,416175,6.76,2070.0,18.1,1.0,0.1,0.0,0.0,,2.1,0.0,2.0,9.4,,4.0,63.7,2.8,-2.9,1.6,,2.0,,,,,,,,,,,,,,,,,,,,,,,2025/2026,23593,,
Mikkel Damsgaard,9937,Premier League,,,888912,6.99,2057.0,31.8,42.0,5.4,0.24,0.35,0.8,10.5,2.5,0.7,6.1,,,,,,,0.8,,1.1,12.0,4.0,8.0,0.18,2.6,0.11,3.1,0.5,1.3,1.6,3.0,0.2,1.1,4.0,,,,,,,,2025/2026,23594,,
Djed Spence,8586,Premier League,,,894803,6.63,2056.0,31.2,10.0,1.8,0.08,0.12,1.4,5.1,1.9,2.3,4.9,,,,,,,1.2,4.0,0.8,4.0,,,,0.9,0.04,0.7,0.4,0.6,1.5,2.0,0.1,0.4,,,,,,,,,2025/2026,23595,,
Leandro Trossard,9825,Premier League,,,318615,7.12,2006.0,26.2,36.0,3.6,0.16,0.41,1.1,6.0,1.2,0.6,3.6,,,,,,,0.6,2.0,0.4,8.0,6.0,12.0,0.27,5.5,0.25,5.2,0.7,2.4,1.4,8.0,0.1,0.4,6.0,,,,,,,,2025/2026,23596,,
Karl Darlow,8463,Premier League,,,163604,7.01,1980.0,22.4,,0.1,0.0,0.0,0.0,1.4,0.0,1.3,9.2,,5.0,70.0,2.9,-1.5,1.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,2025/2026,23597,,
Reinildo,8472,Premier League,,,600524,6.84,1969.0,32.0,6.0,0.7,0.03,0.04,0.7,7.5,1.8,3.7,4.1,1.0,,,,,,1.5,7.0,1.4,,,1.0,,0.2,0.01,,,0.2,1.1,,0.6,0.2,1.0,1.0,1.0,,,,,,2025/2026,23598,,
Keane Lewis-Potter,9937,Premier League,,,1010426,6.67,1968.0,20.2,19.0,2.5,0.11,0.25,0.7,3.4,1.1,1.7,4.4,,,,,,,0.7,1.0,0.5,6.0,3.0,6.0,0.14,3.0,0.14,2.3,0.4,1.4,1.1,2.0,0.1,0.3,3.0,,,,,,,,2025/2026,23599,,
Cole Palmer,8455,Premier League,,,1096353,7.04,1965.0,32.2,24.0,2.5,0.11,0.6,1.0,6.2,1.1,0.5,3.8,,,,,,,0.6,5.0,0.7,3.0,10.0,11.0,0.46,10.6,0.48,10.1,1.1,2.9,1.6,6.0,,1.0,1.0,,,,,,,,2025/2026,23600,,
Harvey Barnes,10261,Premier League,,,760359,6.63,1961.0,21.7,23.0,2.8,0.13,0.45,0.6,4.6,0.6,0.7,3.1,,,,,,,0.8,1.0,0.1,4.0,7.0,8.0,0.32,7.1,0.32,6.8,1.0,2.7,0.4,9.0,0.0,0.5,1.0,,,,,,,,2025/2026,23601,,
Reece James,8455,Premier League,,,807729,7.23,1961.0,54.1,27.0,3.2,0.15,0.19,0.5,5.9,2.2,1.9,4.7,,,,,,,1.2,4.0,1.5,8.0,2.0,6.0,0.09,1.0,0.05,2.1,0.3,1.0,2.6,,0.3,0.3,4.0,,,,,,,,2025/2026,23602,,
Richarlison,8586,Premier League,,,654908,6.87,1957.0,9.1,20.0,1.5,0.07,0.44,0.6,6.8,1.2,2.3,2.8,,,,,,,1.1,5.0,0.2,5.0,11.0,15.0,0.51,8.1,0.37,12.0,1.2,2.8,0.5,10.0,0.1,0.7,4.0,,,,,,,,2025/2026,23603,,
Joelinton,10261,Premier League,,,535936,6.95,1953.0,32.0,17.0,1.3,0.06,0.17,0.7,10.9,2.0,1.8,5.5,,,,,,,2.2,10.0,1.4,3.0,2.0,3.0,0.09,2.4,0.11,4.2,0.5,1.5,1.0,1.0,0.1,0.5,1.0,,,,,,,,2025/2026,23604,,
Brian Brobbey,8472,Premier League,,,940446,6.53,1931.0,9.2,15.0,0.7,0.03,0.31,0.1,3.4,0.4,0.7,2.1,1.0,,,,,,1.5,6.0,,2.0,7.0,8.0,0.33,5.9,0.28,7.1,0.8,1.7,0.2,12.0,0.3,0.3,1.0,1.0,,,,,,,2025/2026,23605,,
